"_","Id","Name","AccountId__c","ccrz__BillTo__c","Billing_Address__c","Billing_City_State_Zip__c","Bulk_Product_Count__c","Billing_Company_Name__c","ccrz__BuyerCompanyName__c","ccrz__ShipMethod__c","Average_Gross_Profit_Margin__c","Average_Per_Unit_Profit_Margin__c","Average_Net_Profit_Margin__c","ccrz__OrderNumber__c","Total_Cost__c","ccrz__TotalDiscount__c","Total_Weight__c"
"[ccrz__E_Order__c]","a0n5d00000YRuJYAA1","O-0000016772","0013h00000zssaO","a0P5d00001CokoKEAR","Brenntag Lubricants Northeast<br>1064 Goffs Falls Road<br>Manchester, NH 03103<br>United States","Manchester, NH 03103","1","Brenntag Lubricants Northeast","","ALS Tanker","","","","1016772","6500","","7121.2"
"[ccrz__E_Order__c]","a0n5d00000YRuJiAAL","O-0000016773","0013h00000zssaO","a0P5d00001Cokq1EAB","Brenntag Lubricants Northeast<br>1064 Goffs Falls Road<br>Manchester, NH 03103<br>United States","Manchester, NH 03103","3","Brenntag Lubricants Northeast","","ALS Tanker","","","","1016773","48765","","46359.95"
"[ccrz__E_Order__c]","a0n5d00000YRuK2AAL","O-0000016774","0013h000012X0xV","a0P5d00001CoktKEAR","The Oil Depot<br>263 Merritt Avenue<br>Wyandanch, NY 11798<br>US","Wyandanch, NY 11798","0","The Oil Depot","","Customer Pickup","","","","1016774","19405.28","","34836.64"
"[ccrz__E_Order__c]","a0n5d00000YRuK7AAL","O-0000016775","0015d00003gunVy","a0P5d00001CoktUEAR","Parker Oil Supply<br>PO Box 532<br>Cornelia, GA 30531<br>United States","Cornelia, GA 30531","4","Parker Oil Supply","","ALS Tanker","","","","1016775","50155","","46176.2"
"[ccrz__E_Order__c]","a0n5d00000YRuKHAA1","O-0000016776","0013h00000xrz0Y","a0P5d00001CokuDEAR","Sunoco Inc.<br>Ten Penn Center 1818 Market Street, Suite 1500<br>Philadelphia, PA 19103<br>United States","Philadelphia, PA 19103","0","Sunoco Inc.","","Common Carrier Prepay","","","","1016776","1044.55","","978.2"
"[ccrz__E_Order__c]","a0n5d00000YRuLGAA1","O-0000016777","0013h00000JQpx8","a0P5d00001Col1BEAR","Parts Authority LLC<br>3 Dakota Drive<br>New Hyde Park, NY 11042<br>United States","New Hyde Park, NY 11042","1","Parts Authority LLC","","ALS Tanker","","","","1016777","595","","537.47"
"[ccrz__E_Order__c]","a0n5d00000YRuOcAAL","O-0000016778","0013h00000ztEB4","a0P5d00001ColhmEAB","Elite Lubricants LLC<br>8734 Concord Road<br>Seaford, DE 19973<br>United States","Seaford, DE 19973","0","Elite Lubricants LLC","","Customer Pickup","","","","1016778","7166.05","","7124.54"
"[ccrz__E_Order__c]","a0n5d00000YRuOhAAL","O-0000016779","0013h00000zugBv","a0P5d00001ColiBEAR","Oil Service, Inc.<br>3498 Grand Avenue<br>Pittsburgh, PA 15225<br>United States","Pittsburgh, PA 15225","4","Oil Service, Inc.","","ALS Tanker","","","","1016779","41735","","45514.35"
"[ccrz__E_Order__c]","a0n5d00000YRuOmAAL","O-0000016780","0013h00000zvDmY","a0P5d00001ColiQEAR","R H Crown Company<br>100 North Market Street<br>Johnstown, NY 12095<br>United States","Johnstown, NY 12095","0","R H Crown Company","","Common Carrier Cust Acct","","","","1016780","196.48","","1735.4"
"[ccrz__E_Order__c]","a0n5d00000YRuOwAAL","O-0000016781","0013h000012Wia6","a0P5d00001ColjJEAR","Macmillan Oil Company of Allentown<br>1715 East Tremont Street<br>Allentown, PA 18109<br>United States","Allentown, PA 18109","4","Macmillan Oil Company of Allentown","","ALS Tanker","","","","1016781","92185","","37285.18"
"[ccrz__E_Order__c]","a0n5d00000YRuP6AAL","O-0000016782","0013h00000JQpl3","a0P5d00001ColkbEAB","AutoPro Spring Valley<br>303 Roosevelt Ave<br>Spring Valley, NY 10977<br>United States","Spring Valley, NY 10977","1","AutoPro Spring Valley","","Buyback","","","","1016782","1105.89","","950.982"
"[ccrz__E_Order__c]","a0n5d00000YRuPBAA1","O-0000016783","0015d00003MT28u","a0P5d00001Coll5EAB","Bay Area Tire &amp; Service<br>539 Ritchie Highway<br>Severna Park, MD 21146<br>United States","Severna Park, MD 21146","0","Bay Area Tire & Service","","Buyback","","","","1016783","600.32","","455.9"
"[ccrz__E_Order__c]","a0n5d00000YRuPGAA1","O-0000016784","0013h00000JQpl3","a0P5d00001CollyEAB","AutoPro Spring Valley<br>303 Roosevelt Ave<br>Spring Valley, NY 10977<br>United States","Spring Valley, NY 10977","1","AutoPro Spring Valley","","Buyback","","","","1016784","1696.7","","1339.5"
"[ccrz__E_Order__c]","a0n5d00000YRuPaAAL","O-0000016785","0013h00000zugGd","a0P5d00001ColoEEAR","Petrochoice<br>640 Freedom Business Center Drive Suite 400<br>Fort Washington, PA 19034<br>United States","Fort Washington, PA 19034","4","Petrochoice","","ALS Tanker","","","","1016785","41885","","47110"
"[ccrz__E_Order__c]","a0n5d00000YRuPpAAL","O-0000016786","0013h00000ztDxs","a0P5d00001ColpgEAB","Dysart&#39;s Lubricants<br>530 Coldbrook Road<br>Hermon, ME 04401<br>United States","Hermon, ME 04401","4","Dysart's Lubricants","","Customer Pickup","","","","1016786","58755","","50389.6"
"[ccrz__E_Order__c]","a0n5d00000YRuQcAAL","O-0000016787","0015d00003iQiAs","a0P5d00001ColrcEAB","TTI Inc<br>321A South Division Street<br>Fruitland, MD 21826<br>United States","Fruitland, MD 21826","0","TTI Inc","","Customer Pickup","","","","1016787","6009.56","","6070.96"
"[ccrz__E_Order__c]","a0n5d00000YRuQhAAL","O-0000016788","0013h00000ztCrA","a0P5d00001ColrhEAB","Chesapeake Petroleum<br>P. O. Box 7610<br>Gaithersburg, MD 20898<br>United States","Gaithersburg, MD 20898","3","Chesapeake Petroleum","","ALS Tanker","","","","1016788","34895","","46095.34"
"[ccrz__E_Order__c]","a0n5d00000YRuQmAAL","O-0000016789","0013h00000zugVU","a0P5d00001ColsBEAR","PPC Lubricants<br>305 Micro Drive<br>Jonestown, PA 17038<br>United States","Jonestown, PA 17038","0","PPC Lubricants","","Common Carrier Cust Acct","","","","1016789","217.28","","1822.88"
"[ccrz__E_Order__c]","a0n5d00000YRuQrAAL","O-0000016790","0013h00000zugVU","a0P5d00001ColsVEAR","PPC Lubricants<br>305 Micro Drive<br>Jonestown, PA 17038<br>United States","Jonestown, PA 17038","0","PPC Lubricants","","Common Carrier Cust Acct","","","","1016790","3682.56","","1687.56"
"[ccrz__E_Order__c]","a0n5d00000YRuRLAA1","O-0000016791","0015d00003RxBbX","a0P5d00001ColvUEAR","Ocean State Oil, Inc<br>123 Ocean State Dr<br>North Kingstown, RI 02852<br>United States","North Kingstown, RI 02852","2","Ocean State Oil, Inc","","ALS Tanker","","","","1016791","44153","","48480.75"
"[ccrz__E_Order__c]","a0n5d00000YRuRaAAL","O-0000016792","0013h000013OoCs","a0P5d00001ColwmEAB","Sealube Marine Inc<br>3663 N. Sam Houston Parkway E Suite 600<br>Houston, TX 77032<br>United States","Houston, TX 77032","2","Sealube Marine Inc","","ALS Tanker","","","","1016792","18425.03","","25892.73"
"[ccrz__E_Order__c]","a0n5d00000YRuRfAAL","O-0000016793","0015d00003RxBbX","a0P5d00001ColyOEAR","Ocean State Oil, Inc<br>123 Ocean State Dr<br>North Kingstown, RI 02852<br>United States","North Kingstown, RI 02852","3","Ocean State Oil, Inc","","ALS Tanker","","","","1016793","23166","","48036.33"
"[ccrz__E_Order__c]","a0n5d00000YRuRuAAL","O-0000016794","0013h000013OoCs","a0P5d00001Com0UEAR","Sealube Marine Inc<br>3663 N. Sam Houston Parkway E Suite 600<br>Houston, TX 77032<br>United States","Houston, TX 77032","0","Sealube Marine Inc","","Common Carrier Prepay","","","","1016794","2787.36","","3730.24"
"[ccrz__E_Order__c]","a0n5d00000YRuS9AAL","O-0000016795","0015d00003RxBbX","a0P5d00001Com0tEAB","Ocean State Oil, Inc<br>123 Ocean State Dr<br>North Kingstown, RI 02852<br>United States","North Kingstown, RI 02852","3","Ocean State Oil, Inc","","ALS Tanker","","","","1016795","54033","","46543.36"
"[ccrz__E_Order__c]","a0n5d00000YRuSEAA1","O-0000016796","0013h00000t5axt","a0P5d00001Com13EAB","APAC Mid-South<br>500 Riverhills Business Park Suite 590<br>Birmingham, AL 35242<br>United States","Birmingham, AL 35242","0","APAC Mid-South","","Buyback","","","","1016796","1144","","2109.6"
"[ccrz__E_Order__c]","a0n5d00000YRuSsAAL","O-0000016797","0013h00000JQpl3","a0P5d00001Com8dEAB","AutoPro Spring Valley<br>303 Roosevelt Ave<br>Spring Valley, NY 10977<br>United States","Spring Valley, NY 10977","0","AutoPro Spring Valley","","Buyback","","","","1016797","477.95","","447.91"
"[ccrz__E_Order__c]","a0n5d00000YRuTrAAL","O-0000016798","0013h00000ztMIT","a0P5d00001ComIEEAZ","Golden Oil Company<br>P. O. Box 725<br>Oakdale, PA 15071<br>United States","Oakdale, PA 15071","4","Golden Oil Company","","ALS Tanker","","","","1016798","48876","","45842.63"
"[ccrz__E_Order__c]","a0n5d00000YRuUQAA1","O-0000016799","0013h00000xrzFa","a0P5d00001ComJSEAZ","Sunoco Inc.<br>Ten Penn Center 1818 Market Street, Suite 1500<br>Philadelphia, PA 19103<br>United States","Philadelphia, PA 19103","0","Sunoco Inc.","","Buyback","","","","1016799","1574.02","","1374.22"
"[ccrz__E_Order__c]","a0n5d00000YRuUaAAL","O-0000016800","0013h00000xrzD5","a0P5d00001ComKGEAZ","Sunoco Inc.<br>Ten Penn Center 1818 Market Street, Suite 1500<br>Philadelphia, PA 19103<br>United States","Philadelphia, PA 19103","1","Sunoco Inc.","","Buyback","","","","1016800","988.5","","1087.5"
"[ccrz__E_Order__c]","a0n5d00000YRuUpAAL","O-0000016801","0013h00000zufgW","a0P5d00001ComMzEAJ","International Chemical Co.<br>2628 North Mascher Street<br>Philadelphia, PA 19133<br>United States","Philadelphia, PA 19133","1","International Chemical Co.","","ALS Tanker","","","","1016801","40980","","43616.07"
"[ccrz__E_Order__c]","a0n5d00000YRuUuAAL","O-0000016802","0013h00000zvDKN","a0P5d00001ComQlEAJ","Troil Enterprises, LLC<br>2485 East State Street Ext.<br>Trenton, NJ 08619<br>United States","Trenton, NJ 08619","0","Troil Enterprises, LLC","","Customer Pickup","","","","1016802","950.4","","484"
"[ccrz__E_Order__c]","a0n5d00000YRuV9AAL","O-0000016803","0013h000012WwAt","a0P5d00001ComRAEAZ","Ultrachem Inc<br>900 Centerpoint Boulevard<br>New Castle, DE 19720<br>United States","New Castle, DE 19720","0","Ultrachem Inc","","Common Carrier Prepay","","","","1016803","1952.5","","2088.92"
"[ccrz__E_Order__c]","a0n5d00000YRuVEAA1","O-0000016804","0013h00000zufgW","a0P5d00001ComSNEAZ","International Chemical Co.<br>2628 North Mascher Street<br>Philadelphia, PA 19133<br>United States","Philadelphia, PA 19133","0","International Chemical Co.","","Customer Pickup","","","","1016804","1749","","1876.12"
"[ccrz__E_Order__c]","a0n5d00000YRuVJAA1","O-0000016805","0013h00000xryt6","a0P5d00001ComTaEAJ","Sunoco Inc.<br>Ten Penn Center<br>Philadelphia, PA 19103<br>United States","Philadelphia, PA 19103","0","Sunoco Inc.","","Buyback","","","","1016805","1013.88","","1026.06"
"[ccrz__E_Order__c]","a0n5d00000YRuVTAA1","O-0000016806","0013h000012WwAt","a0P5d00001ComU9EAJ","Ultrachem Inc<br>900 Centerpoint Boulevard<br>New Castle, DE 19720<br>United States","New Castle, DE 19720","0","Ultrachem Inc","","Common Carrier Prepay","","","","1016806","3475.56","","1793.64"
"[ccrz__E_Order__c]","a0n5d00000YRuVdAAL","O-0000016807","0013h000013n0hq","a0P5d00001ComVvEAJ","Lukoil Marine Lubricants USA Inc<br>250 South President Street Suite 3200<br>Baltimore, MD 21202<br>United States","Baltimore, MD 21202","1","Lukoil Marine Lubricants USA Inc","","Customer Pickup","","","","1016807","44880","","46687.68"
"[ccrz__E_Order__c]","a0n5d00000YRuViAAL","O-0000016808","0013h000012Wvvv","a0P5d00001ComWFEAZ","The United Oil Company, Inc<br>4405 E Baltimore Street<br>Baltimore, MD 21224<br>United States","Baltimore, MD 21224","0","The United Oil Company, Inc","","Common Carrier Prepay","","","","1016808","33838.2","","31949.28"
"[ccrz__E_Order__c]","a0n5d00000YRuVxAAL","O-0000016809","0013h00000t5vSE","a0P5d00001ComXDEAZ","Lukoil North America LLC<br>505 5th Avenue 9th Floor<br>New York, NY 10017<br>United States","New York, NY 10017","0","Lukoil North America LLC","","Buyback","","","","1016809","1006.5","","864.58"
"[ccrz__E_Order__c]","a0n5d00000YRuW7AAL","O-0000016810","0013h00000t5b9B","a0P5d00001ComZ4EAJ","Central Supply Company<br>4923 Benedum Drive<br>Bridgeport, WV 26330<br>United States","Bridgeport, WV 26330","0","Central Supply Company","","Buyback","","","","1016810","1017.44","","411.25"
"[ccrz__E_Order__c]","a0n5d00000YRuWCAA1","O-0000016811","0013h00000ztMKZ","a0P5d00001ComZEEAZ","Grade A Petroleum<br>90 East Hawthorne Avenue<br>Valley Stream, NY 11580<br>United States","Valley Stream, NY 11580","0","Grade A Petroleum","","Customer Pickup","","","","1016811","1450.08","","2193.12"
"[ccrz__E_Order__c]","a0n5d00000YRuWMAA1","O-0000016812","0013h00000t5bAd","a0P5d00001Coma7EAB","Harrison Construction Co.<br>PO Box 6939<br>Asheville, NC 28816<br>United States","Asheville, NC 28816","0","Harrison Construction Co.","","Buyback","","","","1016812","1019.04","","1508.21"
"[ccrz__E_Order__c]","a0n5d00000YRuWbAAL","O-0000016813","0013h00000ztMKZ","a0P5d00001ComavEAB","Grade A Petroleum<br>90 East Hawthorne Avenue<br>Valley Stream, NY 11580<br>United States","Valley Stream, NY 11580","4","Grade A Petroleum","","ALS Tanker","","","","1016813","26340","","49407.85"
"[ccrz__E_Order__c]","a0n5d00000YRuWlAAL","O-0000016814","0013h00000JQpxo","a0P5d00001Comd6EAB","Parts Authority LLC<br>3 Dakota Drive<br>New Hyde Park, NY 11042<br>United States","New Hyde Park, NY 11042","0","Parts Authority LLC","","Buyback","","","","1016814","177.65","","444.28"
"[ccrz__E_Order__c]","a0n5d00000YRuX5AAL","O-0000016815","0013h000012WwHD","a0P5d00001ComgKEAR","Woodford Oil Company<br>P. O. Box 567<br>Elkins, WV 26241<br>United States","Elkins, WV 26241","3","Woodford Oil Company","","ALS Tanker","","","","1016815","47475","","47202.78"
"[ccrz__E_Order__c]","a0n5d00000YRuXPAA1","O-0000016816","0013h00000zufXh","a0P5d00001ComoPEAR","Inland Vacuum Industries<br>P. O. Box 373<br>Churchville, NY 14428<br>United States","Churchville, NY 14428","1","Inland Vacuum Industries","","ALS Tanker","","","","1016816","44395","","47472.48"
"[ccrz__E_Order__c]","a0n5d00000YRuXUAA1","O-0000016817","0013h00000t5vT3","a0P5d00001CompDEAR","Lukoil North America LLC<br>505 5th Avenue 9th Floor<br>New York, NY 10017<br>United States","New York, NY 10017","0","Lukoil North America LLC","","Buyback","","","","1016817","504.97","","560.86"
"[ccrz__E_Order__c]","a0n5d00000YRuXlAAL","O-0000016818","0013h00000zufXh","a0P5d00001CompcEAB","Inland Vacuum Industries<br>P. O. Box 373<br>Churchville, NY 14428<br>United States","Churchville, NY 14428","1","Inland Vacuum Industries","","ALS Tanker","","","","1016818","42510","","47117.92"
"[ccrz__E_Order__c]","a0n5d00000YRuXqAAL","O-0000016819","0013h00000zvDrd","a0P5d00001CompwEAB","K-Bros<br>70 Scott Drive<br>Westbrook, ME 04092<br>United States","Westbrook, ME 04092","4","K-Bros","","ALS Tanker","","","","1016819","28814","","48060.15"
"[ccrz__E_Order__c]","a0n5d00000YRuXwAAL","O-0000016820","0013h00000zvDrd","a0P5d00001ComqkEAB","K-Bros<br>70 Scott Drive<br>Westbrook, ME 04092<br>United States","Westbrook, ME 04092","3","K-Bros","","ALS Tanker","","","","1016820","24451","","47982.05"
"[ccrz__E_Order__c]","a0n5d00000YRuYUAA1","O-0000016821","0013h00000zugGd","a0P5d00001ComttEAB","Petrochoice<br>640 Freedom Business Center Drive Suite 400<br>Fort Washington, PA 19034<br>United States","Fort Washington, PA 19034","4","Petrochoice","","ALS Tanker","","","","1016821","46405","","47547.02"
"[ccrz__E_Order__c]","a0n5d00000YRuZIAA1","O-0000016822","0013h00000zuBYG","a0P5d00001ComxbEAB","Fisher Auto Parts Inc<br>512 Greenville Ave<br>Staunton, VA 24401<br>United States","Staunton, VA 24401","2","Fisher Auto Parts Inc","","Buyback","","","","1016822","1494.7","","2276.5"
"[ccrz__E_Order__c]","a0n5d00000YRub4AAD","O-0000016823","0013h00000JQpp3","a0P5d00001ConCzEAJ","MBC Construction<br>24 Holt Drive<br>Stony Point, NY 10980<br>United States","Stony Point, NY 10980","0","MBC Construction","","Buyback","","","","1016823","357.11","","447.03"
"[ccrz__E_Order__c]","a0n5d00000YRue8AAD","O-0000016824","0013h00000zvD8C","a0P5d00001CondYEAR","Transit Petroleum Inc<br>P. O. Box 1720<br>Kitcher, ON N2G 4R3<br>Canada","Kitcher, ON N2G 4R3","4","Transit Petroleum Inc","","ALS Tanker","","","","1016824","53355.19","","46979.74"
"[ccrz__E_Order__c]","a0n5d00000YRueIAAT","O-0000016825","0013h00000xrz9B","a0P5d00001Cone7EAB","MCLANE NORTHEAST<br>Ten Penn Center 1818 Market Street, Suite 1500<br>Philadelphia, PA 19103<br>United States","Philadelphia, PA 19103","0","MCLANE NORTHEAST","","Common Carrier Prepay","","","","1016825","4416.48","","4098.96"
"[ccrz__E_Order__c]","a0n5d00000YRueNAAT","O-0000016826","0013h00000zvDBG","a0P5d00001ConfAEAR","Trap Rock<br>P. O. Box 419<br>Kingston, NJ 08528<br>United States","Kingston, NJ 08528","1","Trap Rock","","Buyback","","","","1016826","3720","","3580.8"
"[ccrz__E_Order__c]","a0n5d00000YRueSAAT","O-0000016827","0013h000013Onaz","a0P5d00001ConfeEAB","Idemitsu Lubricants America Corp<br>701 Port Road<br>Jeffersonville, IN 47130<br>United States","Jeffersonville, IN 47130","1","Idemitsu Lubricants America Corp","","ALS Tanker","","","","1016827","53885","","45651.06"
"[ccrz__E_Order__c]","a0n5d00000YRuecAAD","O-0000016828","0013h00000ztMKZ","a0P5d00001CongmEAB","Grade A Petroleum<br>90 East Hawthorne Avenue<br>Valley Stream, NY 11580<br>United States","Valley Stream, NY 11580","0","Grade A Petroleum","","Customer Pickup","","","","1016828","5117.28","","4003.44"
"[ccrz__E_Order__c]","a0n5d00000YRuehAAD","O-0000016829","0013h000012Wkwg","a0P5d00001ConhQEAR","Petroleum Service Company<br>P. O. Box 454<br>Wilkes-Barre, PA 18703<br>United States","Wilkes-Barre, PA 18703","4","Petroleum Service Company","","ALS Tanker","","","","1016829","49235","","47312.73"
"[ccrz__E_Order__c]","a0n5d00000YRuerAAD","O-0000016830","0015d00003bDskB","a0P5d00001Conj7EAB","Smooth- On Inc<br>5600 Lower Macungie Road<br>Macungie, PA 18062<br>","Macungie, PA 18062","0","Smooth- On Inc","","Common Carrier Cust Acct","","","","1016830","1894.2","","1819.16"
"[ccrz__E_Order__c]","a0n5d00000YRufGAAT","O-0000016831","0013h00000zugBv","a0P5d00001Conl8EAB","Oil Service, Inc.<br>3498 Grand Avenue<br>Pittsburgh, PA 15225<br>United States","Pittsburgh, PA 15225","0","Oil Service, Inc.","","Customer Pickup","","","","1016831","6644","","8635.6"
"[ccrz__E_Order__c]","a0n5d00000YRufLAAT","O-0000016832","0013h000013tNb6","a0P5d00001ConlmEAB","Phillips 66 Company<br>2331 City West Boulevard Suite 2W 9046, E-Finished Lubes<br>Houston, TX 77042<br>United States","Houston, TX 77042","0","Phillips 66 Company","","Common Carrier Prepay","","","","1016832","4561.92","","43490.88"
"[ccrz__E_Order__c]","a0n5d00000YRufhAAD","O-0000016833","0013h00000zvDrd","a0P5d00001ConqIEAR","K-Bros<br>70 Scott Drive<br>Westbrook, ME 04092<br>United States","Westbrook, ME 04092","0","K-Bros","","Customer Pickup","","","","1016833","41002.92","","41515.8"
"[ccrz__E_Order__c]","a0n5d00000YRug1AAD","O-0000016834","0013h00000t5vTK","a0P5d00001Conr6EAB","Lukoil North America LLC<br>505 5th Avenue 9th Floor<br>New York, NY 10017<br>United States","New York, NY 10017","0","Lukoil North America LLC","","Buyback","","","","1016834","998.69","","870.63"
"[ccrz__E_Order__c]","a0n5d00000YRugCAAT","O-0000016835","0013h00000zurZY","a0P5d00001ConrkEAB","Tilcon New York<br>P. O. Box 550<br>Thornville, OH 43076<br>United States","Thornville, OH 43076","0","Tilcon New York","","Buyback","","","","1016835","1940.5","","2067"
"[ccrz__E_Order__c]","a0n5d00000YRugHAAT","O-0000016836","0013h00000zufdc","a0P5d00001Cons9EAB","Insinger Performance<br>11278 Route 220<br>Dushore, PA 18614<br>United States","Dushore, PA 18614","0","Insinger Performance","","Common Carrier Prepay","","","","1016836","2530.08","","2016.84"
"[ccrz__E_Order__c]","a0n5d00000YRugvAAD","O-0000016837","0013h00000ztDeQ","a0P5d00001ConwfEAB","David Webber Oil Company<br>601 Industrial Road<br>Carlstadt, NJ 07072<br>United States","Carlstadt, NJ 07072","0","David Webber Oil Company","","Customer Pickup","","","","1016837","589.44","","5206.2"
"[ccrz__E_Order__c]","a0n5d00000YRui3AAD","O-0000016838","0013h000013P6T4","a0P5d00001Coo3CEAR","First Energy Service Company<br>76 South Main Street<br>Akron, OH 44308<br>United States","Akron, OH 44308","0","First Energy Service Company","","Common Carrier Prepay","","","","1016838","480.1","","4530.3"
