"_","Id","Company__c","CreatedById","CreatedDate","ECOGroupID__c","MtlPartNum__c","MtlSeq__c","Operations__c","PartNum__c","Plant__c","PullAsAsm__c","QtyPer__c","RelatedOperation__c","RevisionNum__c","SystemModstamp"
"[Materials__c]","a5QQk0000005e1dMAA","JC","0053h000003HAl9AAG","2024-03-13T18:45:24.000+0000","bgonnelli","PT1-00005","50","a5RQk000000tH0DMAU","30015203-9510XC020","ALS001","false","0.25","10","1","2024-04-04T17:15:12.000+0000"
"[Materials__c]","a5QQk0000005e3FMAQ","JC","0053h000003HAl9AAG","2024-03-13T18:45:40.000+0000","bgonnelli","LA1-00043","60","a5RQk000000tH0DMAU","30015203-9510XC020","ALS001","false","1","10","1","2024-03-13T18:45:40.000+0000"
"[Materials__c]","a5QQk0000005mNfMAI","JC","0053h000003HAl9AAG","2024-03-14T19:41:20.000+0000","bgonnelli","534","10","a5RQk000000tn05MAA","TL-13051","ALS001","false","3.17","10","1","2024-03-14T19:41:20.000+0000"
"[Materials__c]","a5QQk0000005mXLMAY","JC","0053h000003HAl9AAG","2024-03-14T19:44:59.000+0000","bgonnelli","BX1-00017","40","a5RQk000000tn05MAA","TL-13051","ALS001","false","1","10","1","2024-03-14T19:44:59.000+0000"
"[Materials__c]","a5QQk0000005maHMAQ","JC","0053h000003HAl9AAG","2024-03-14T19:43:30.000+0000","bgonnelli","BT1-00012","20","a5RQk000000tn05MAA","TL-13051","ALS001","false","12","10","1","2024-03-14T19:43:30.000+0000"
"[Materials__c]","a5QQk0000005mbtMAA","JC","0053h000003HAl9AAG","2024-03-14T19:43:45.000+0000","bgonnelli","CB2-00009","30","a5RQk000000tn05MAA","TL-13051","ALS001","false","12","10","1","2024-03-14T19:43:45.000+0000"
"[Materials__c]","a5QQk0000005mjxMAA","JC","0053h000003HAl9AAG","2024-03-14T19:56:28.000+0000","bgonnelli","LA4-00099","50","a5RQk000000tn05MAA","TL-13051","ALS001","false","12","10","1","2024-03-14T19:56:28.000+0000"
"[Materials__c]","a5QQk0000005mlZMAQ","JC","0053h000003HAl9AAG","2024-03-14T19:56:53.000+0000","bgonnelli","LA4-00100","60","a5RQk000000tn05MAA","TL-13051","ALS001","false","12","10","1","2024-03-14T19:56:53.000+0000"
"[Materials__c]","a5QQk0000005mnBMAQ","JC","0053h000003HAl9AAG","2024-03-14T19:57:14.000+0000","bgonnelli","LA5-00029","70","a5RQk000000tn05MAA","TL-13051","ALS001","false","2","10","1","2024-03-14T19:57:14.000+0000"
"[Materials__c]","a5QQk0000005mqPMAQ","JC","0053h000003HAl9AAG","2024-03-14T19:57:59.000+0000","bgonnelli","PT1-00002","80","a5RQk000000tn05MAA","TL-13051","ALS001","false","0.0109","10","1","2024-03-14T19:59:16.000+0000"
"[Materials__c]","a5QQk0000006JUbMAM","JC","0053h000003HAl9AAG","2024-03-20T16:14:33.000+0000","bgonnelli","ILA-LZ5W30-M","10","a5RQk000000vIZhMAM","30013015-09001C010","ALS001","false","1","10","1","2024-08-20T13:45:47.000+0000"
"[Materials__c]","a5QQk0000006NmjMAE","JC","0053h000003HAl9AAG","2024-03-21T13:36:01.000+0000","bgonnelli","516","10","a5RQk000000vdUTMAY","TL-13363","ALS001","false","3.17","10","1","2024-03-21T13:36:01.000+0000"
"[Materials__c]","a5QQk0000006NoLMAU","JC","0053h000003HAl9AAG","2024-03-21T13:37:32.000+0000","bgonnelli","BT1-00010","20","a5RQk000000vdUTMAY","TL-13363","ALS001","false","12","10","1","2024-03-21T13:37:32.000+0000"
"[Materials__c]","a5QQk0000006NrZMAU","JC","0053h000003HAl9AAG","2024-03-21T13:38:30.000+0000","bgonnelli","CB2-00009","30","a5RQk000000vdUTMAY","TL-13363","ALS001","false","12","10","1","2024-03-21T13:38:30.000+0000"
"[Materials__c]","a5QQk0000006NtBMAU","JC","0053h000003HAl9AAG","2024-03-21T13:38:47.000+0000","bgonnelli","BX1-00017","40","a5RQk000000vdUTMAY","TL-13363","ALS001","false","1","10","1","2024-03-21T13:38:47.000+0000"
"[Materials__c]","a5QQk0000006NunMAE","JC","0053h000003HAl9AAG","2024-03-21T13:39:16.000+0000","bgonnelli","LA4-00101","50","a5RQk000000vdUTMAY","TL-13363","ALS001","false","12","10","1","2024-03-21T13:39:16.000+0000"
"[Materials__c]","a5QQk0000006NwPMAU","JC","0053h000003HAl9AAG","2024-03-21T13:39:31.000+0000","bgonnelli","LA4-00102","60","a5RQk000000vdUTMAY","TL-13363","ALS001","false","12","10","1","2024-03-21T13:39:31.000+0000"
"[Materials__c]","a5QQk0000006Ny1MAE","JC","0053h000003HAl9AAG","2024-03-21T13:39:54.000+0000","bgonnelli","LA5-00030","70","a5RQk000000vdUTMAY","TL-13363","ALS001","false","2","10","1","2024-03-21T13:39:54.000+0000"
"[Materials__c]","a5QQk0000006NzdMAE","JC","0053h000003HAl9AAG","2024-03-21T13:40:30.000+0000","bgonnelli","PT1-00002","80","a5RQk000000vdUTMAY","TL-13363","ALS001","false","0.0154","10","1","2024-03-21T13:40:30.000+0000"
"[Materials__c]","a5QQk0000006O1FMAU","JC","0053h000003HAl9AAG","2024-03-21T13:42:25.000+0000","bgonnelli","516","10","a5RQk000000vdcXMAQ","","ALS001","false","3.17","10","1","2024-03-21T13:42:25.000+0000"
"[Materials__c]","a5QQk0000006O2rMAE","JC","0053h000003HAl9AAG","2024-03-21T13:42:40.000+0000","bgonnelli","BT1-00010","20","a5RQk000000vdcXMAQ","","ALS001","false","12","10","1","2024-03-21T13:42:40.000+0000"
"[Materials__c]","a5QQk0000006O4TMAU","JC","0053h000003HAl9AAG","2024-03-21T13:42:53.000+0000","bgonnelli","CB2-00009","30","a5RQk000000vdcXMAQ","","ALS001","false","12","10","1","2024-03-21T13:42:53.000+0000"
"[Materials__c]","a5QQk0000006O65MAE","JC","0053h000003HAl9AAG","2024-03-21T13:43:11.000+0000","bgonnelli","BX1-00017","40","a5RQk000000vdcXMAQ","","ALS001","false","1","10","1","2024-03-21T13:43:11.000+0000"
"[Materials__c]","a5QQk0000006O9JMAU","JC","0053h000003HAl9AAG","2024-03-21T13:43:28.000+0000","bgonnelli","LA4-00101","50","a5RQk000000vdcXMAQ","","ALS001","false","12","10","1","2024-03-21T13:43:28.000+0000"
"[Materials__c]","a5QQk0000006OAvMAM","JC","0053h000003HAl9AAG","2024-03-21T13:43:43.000+0000","bgonnelli","LA4-00102","60","a5RQk000000vdcXMAQ","","ALS001","false","12","10","1","2024-03-21T13:43:43.000+0000"
"[Materials__c]","a5QQk0000006OCXMA2","JC","0053h000003HAl9AAG","2024-03-21T13:44:09.000+0000","bgonnelli","LA5-00030","70","a5RQk000000vdcXMAQ","","ALS001","false","2","10","1","2024-03-21T13:44:09.000+0000"
"[Materials__c]","a5QQk0000006OE9MAM","JC","0053h000003HAl9AAG","2024-03-21T13:44:26.000+0000","bgonnelli","PT1-00002","80","a5RQk000000vdcXMAQ","","ALS001","false","0.0154","10","1","2024-03-21T13:44:26.000+0000"
"[Materials__c]","a5QQk0000006OFlMAM","JC","0053h000003HAl9AAG","2024-03-21T13:47:09.000+0000","bgonnelli","601","10","a5RQk000000vdpRMAQ","","ALS001","false","3.17","10","1","2024-03-21T13:47:09.000+0000"
"[Materials__c]","a5QQk0000006OIzMAM","JC","0053h000003HAl9AAG","2024-03-21T13:47:24.000+0000","bgonnelli","CB2-00009","20","a5RQk000000vdpRMAQ","","ALS001","false","12","10","1","2024-03-21T13:47:24.000+0000"
"[Materials__c]","a5QQk0000006OKbMAM","JC","0053h000003HAl9AAG","2024-03-21T13:47:40.000+0000","bgonnelli","LA4-00007","30","a5RQk000000vdpRMAQ","","ALS001","false","12","10","1","2024-03-21T13:47:40.000+0000"
"[Materials__c]","a5QQk0000006OMDMA2","JC","0053h000003HAl9AAG","2024-03-21T13:47:57.000+0000","bgonnelli","BT1-00011","40","a5RQk000000vdpRMAQ","","ALS001","false","12","10","1","2024-03-21T13:47:57.000+0000"
"[Materials__c]","a5QQk0000006ONpMAM","JC","0053h000003HAl9AAG","2024-03-21T13:48:16.000+0000","bgonnelli","BX1-00017","50","a5RQk000000vdpRMAQ","","ALS001","false","1","10","1","2024-03-21T13:48:16.000+0000"
"[Materials__c]","a5QQk0000006OPRMA2","JC","0053h000003HAl9AAG","2024-03-21T13:48:33.000+0000","bgonnelli","LA5-00001","60","a5RQk000000vdpRMAQ","","ALS001","false","2","10","1","2024-03-21T13:48:33.000+0000"
"[Materials__c]","a5QQk0000006OR3MAM","JC","0053h000003HAl9AAG","2024-03-21T13:48:47.000+0000","bgonnelli","LA4-00006","70","a5RQk000000vdpRMAQ","","ALS001","false","12","10","1","2024-03-21T13:48:47.000+0000"
"[Materials__c]","a5QQk0000006OSfMAM","JC","0053h000003HAl9AAG","2024-03-21T13:49:05.000+0000","bgonnelli","PT1-00002","80","a5RQk000000vdpRMAQ","","ALS001","false","0.0154","10","1","2024-03-21T13:49:05.000+0000"
"[Materials__c]","a5QQk0000006tJZMAY","JC","0053h000003HAl9AAG","2024-04-01T15:02:43.000+0000","bgonnelli","751A","10","a5RQk000000yYtFMAU","TL-17011","ALS001","false","3.17","10","1","2024-04-01T15:02:43.000+0000"
"[Materials__c]","a5QQk0000006tMnMAI","JC","0053h000003HAl9AAG","2024-04-01T15:10:00.000+0000","bgonnelli","BT1-00011","20","a5RQk000000yYtFMAU","TL-17011","ALS001","false","12","10","1","2024-04-01T15:10:00.000+0000"
"[Materials__c]","a5QQk0000006tOPMAY","JC","0053h000003HAl9AAG","2024-04-01T15:10:17.000+0000","bgonnelli","CB2-00007","30","a5RQk000000yYtFMAU","TL-17011","ALS001","false","12","10","1","2024-04-03T16:57:29.000+0000"
"[Materials__c]","a5QQk0000006tQ1MAI","JC","0053h000003HAl9AAG","2024-04-01T15:10:36.000+0000","bgonnelli","BX1-00017","40","a5RQk000000yYtFMAU","TL-17011","ALS001","false","1","10","1","2024-04-01T15:10:36.000+0000"
"[Materials__c]","a5QQk0000006tRdMAI","JC","0053h000003HAl9AAG","2024-04-01T15:11:41.000+0000","bgonnelli","LA5-00031","50","a5RQk000000yYtFMAU","TL-17011","ALS001","false","2","10","1","2024-04-01T15:17:07.000+0000"
"[Materials__c]","a5QQk0000006tTFMAY","JC","0053h000003HAl9AAG","2024-04-01T15:11:58.000+0000","bgonnelli","LA4-00103","60","a5RQk000000yYtFMAU","TL-17011","ALS001","false","12","10","1","2024-04-01T15:17:23.000+0000"
"[Materials__c]","a5QQk0000006tUrMAI","JC","0053h000003HAl9AAG","2024-04-01T15:12:14.000+0000","bgonnelli","LA4-00104","70","a5RQk000000yYtFMAU","TL-17011","ALS001","false","12","10","1","2024-04-01T15:17:40.000+0000"
"[Materials__c]","a5QQk0000006tWTMAY","JC","0053h000003HAl9AAG","2024-04-01T15:12:46.000+0000","bgonnelli","PT1-00002","80","a5RQk000000yYtFMAU","TL-17011","ALS001","false","0.0109","10","1","2024-04-01T15:12:46.000+0000"
"[Materials__c]","a5QQk0000006tZhMAI","JC","0053h000003HAl9AAG","2024-04-01T15:22:16.000+0000","bgonnelli","749W","10","a5RQk000000yXxDMAU","","ALS001","false","3.17","10","1","2024-04-01T15:22:16.000+0000"
"[Materials__c]","a5QQk0000006tbJMAQ","JC","0053h000003HAl9AAG","2024-04-01T15:22:35.000+0000","bgonnelli","BT1-00011","20","a5RQk000000yXxDMAU","","ALS001","false","12","10","1","2024-04-01T15:22:35.000+0000"
"[Materials__c]","a5QQk0000006tcvMAA","JC","0053h000003HAl9AAG","2024-04-01T15:22:50.000+0000","bgonnelli","CB2-00011","30","a5RQk000000yXxDMAU","","ALS001","false","12","10","1","2024-04-01T15:22:50.000+0000"
"[Materials__c]","a5QQk0000006teXMAQ","JC","0053h000003HAl9AAG","2024-04-01T15:23:09.000+0000","bgonnelli","BX1-00017","40","a5RQk000000yXxDMAU","","ALS001","false","1","10","1","2024-04-01T15:23:09.000+0000"
"[Materials__c]","a5QQk0000006tg9MAA","JC","0053h000003HAl9AAG","2024-04-01T15:23:32.000+0000","bgonnelli","LA5-00023","50","a5RQk000000yXxDMAU","","ALS001","false","2","10","1","2024-04-01T15:23:32.000+0000"
"[Materials__c]","a5QQk0000006thlMAA","JC","0053h000003HAl9AAG","2024-04-01T15:23:49.000+0000","bgonnelli","LA4-00073","60","a5RQk000000yXxDMAU","","ALS001","false","12","10","1","2024-04-01T15:23:49.000+0000"
"[Materials__c]","a5QQk0000006tjNMAQ","JC","0053h000003HAl9AAG","2024-04-01T15:24:05.000+0000","bgonnelli","LA4-00074","70","a5RQk000000yXxDMAU","","ALS001","false","12","10","1","2024-04-01T15:24:05.000+0000"
"[Materials__c]","a5QQk0000006tkzMAA","JC","0053h000003HAl9AAG","2024-04-01T15:24:24.000+0000","bgonnelli","PT1-00002","80","a5RQk000000yXxDMAU","","ALS001","false","0.0109","10","1","2024-04-01T15:24:24.000+0000"
"[Materials__c]","a5QQk0000006tmbMAA","JC","0053h000003HAl9AAG","2024-04-01T15:26:36.000+0000","bgonnelli","442","10","a5RQk000000ya8fMAA","5385401","ALS001","false","3","10","1","2024-04-01T15:26:36.000+0000"
"[Materials__c]","a5QQk0000006toDMAQ","JC","0053h000003HAl9AAG","2024-04-01T15:34:17.000+0000","bgonnelli","BT1-00010","20","a5RQk000000ya8fMAA","5385401","ALS001","false","12","10","1","2024-04-01T15:34:17.000+0000"
"[Materials__c]","a5QQk0000006tppMAA","JC","0053h000003HAl9AAG","2024-04-01T15:34:37.000+0000","bgonnelli","CB2-00008","30","a5RQk000000ya8fMAA","5385401","ALS001","false","12","10","1","2024-04-01T15:34:37.000+0000"
"[Materials__c]","a5QQk0000006trRMAQ","JC","0053h000003HAl9AAG","2024-04-01T15:35:04.000+0000","bgonnelli","LA4-00004","40","a5RQk000000ya8fMAA","5385401","ALS001","false","12","10","1","2024-04-01T15:35:04.000+0000"
"[Materials__c]","a5QQk0000006tt3MAA","JC","0053h000003HAl9AAG","2024-04-01T15:35:27.000+0000","bgonnelli","LA4-00005","50","a5RQk000000ya8fMAA","5385401","ALS001","false","12","10","1","2024-04-01T15:35:27.000+0000"
"[Materials__c]","a5QQk0000006tufMAA","JC","0053h000003HAl9AAG","2024-04-01T15:36:41.000+0000","bgonnelli","BX1-00016","60","a5RQk000000ya8fMAA","5385401","ALS001","false","1","10","1","2024-04-01T15:36:41.000+0000"
"[Materials__c]","a5QQk0000006twHMAQ","JC","0053h000003HAl9AAG","2024-04-01T15:37:46.000+0000","bgonnelli","PT1-00002","70","a5RQk000000ya8fMAA","5385401","ALS001","false","0.011","10","1","2024-04-01T15:37:46.000+0000"
"[Materials__c]","a5QQk0000006tzVMAQ","JC","0053h000003HAl9AAG","2024-04-01T15:40:15.000+0000","bgonnelli","675","10","a5RQk000000yaYTMAY","5485401","ALS001","false","3","10","1","2024-04-01T15:40:15.000+0000"
"[Materials__c]","a5QQk0000006u17MAA","JC","0053h000003HAl9AAG","2024-04-01T15:40:38.000+0000","bgonnelli","BT1-00010","20","a5RQk000000yaYTMAY","5485401","ALS001","false","12","10","1","2024-04-01T15:40:38.000+0000"
"[Materials__c]","a5QQk0000006u4LMAQ","JC","0053h000003HAl9AAG","2024-04-01T15:40:55.000+0000","bgonnelli","CB2-00008","30","a5RQk000000yaYTMAY","5485401","ALS001","false","12","10","1","2024-04-01T15:40:55.000+0000"
"[Materials__c]","a5QQk0000006u5xMAA","JC","0053h000003HAl9AAG","2024-04-01T15:41:20.000+0000","bgonnelli","LA4-00004","40","a5RQk000000yaYTMAY","5485401","ALS001","false","12","10","1","2024-04-01T15:41:20.000+0000"
"[Materials__c]","a5QQk0000006u7ZMAQ","JC","0053h000003HAl9AAG","2024-04-01T15:41:39.000+0000","bgonnelli","LA4-00005","50","a5RQk000000yaYTMAY","5485401","ALS001","false","12","10","1","2024-04-01T15:41:39.000+0000"
"[Materials__c]","a5QQk0000006u9BMAQ","JC","0053h000003HAl9AAG","2024-04-01T15:41:56.000+0000","bgonnelli","BX1-00016","60","a5RQk000000yaYTMAY","5485401","ALS001","false","1","10","1","2024-04-01T15:41:56.000+0000"
"[Materials__c]","a5QQk0000006uAnMAI","JC","0053h000003HAl9AAG","2024-04-01T15:42:13.000+0000","bgonnelli","PT1-00002","70","a5RQk000000yaYTMAY","5485401","ALS001","false","0.011","10","1","2024-04-01T15:42:13.000+0000"
"[Materials__c]","a5QQk0000006uE1MAI","JC","0053h000003HAl9AAG","2024-04-01T15:43:55.000+0000","bgonnelli","442","10","a5RQk000000yaevMAA","5385403","ALS001","false","4","10","1","2024-04-01T15:43:55.000+0000"
"[Materials__c]","a5QQk0000006uHFMAY","JC","0053h000003HAl9AAG","2024-04-01T15:49:04.000+0000","bgonnelli","BT5-00002","20","a5RQk000000yaevMAA","5385403","ALS001","false","4","10","1","2024-04-01T15:49:04.000+0000"
"[Materials__c]","a5QQk0000006uIrMAI","JC","0053h000003HAl9AAG","2024-04-01T15:49:24.000+0000","bgonnelli","CB2-00008","30","a5RQk000000yaevMAA","5385403","ALS001","false","4","10","1","2024-04-01T15:52:06.000+0000"
"[Materials__c]","a5QQk0000006uM5MAI","JC","0053h000003HAl9AAG","2024-04-01T15:49:58.000+0000","bgonnelli","LA7-00031","40","a5RQk000000yaevMAA","5385403","ALS001","false","4","10","1","2024-04-01T15:49:58.000+0000"
"[Materials__c]","a5QQk0000006uNhMAI","JC","0053h000003HAl9AAG","2024-04-01T15:50:16.000+0000","bgonnelli","LA7-00032","50","a5RQk000000yaevMAA","5385403","ALS001","false","4","10","1","2024-04-01T15:50:16.000+0000"
"[Materials__c]","a5QQk0000006uQvMAI","JC","0053h000003HAl9AAG","2024-04-01T15:51:20.000+0000","bgonnelli","BX4-00004","60","a5RQk000000yaevMAA","5385403","ALS001","false","1","10","1","2024-04-01T15:51:20.000+0000"
"[Materials__c]","a5QQk0000006uSXMAY","JC","0053h000003HAl9AAG","2024-04-01T15:51:50.000+0000","bgonnelli","PT1-00002","70","a5RQk000000yaevMAA","5385403","ALS001","false","0.019","10","1","2024-04-01T15:51:50.000+0000"
"[Materials__c]","a5QQk00000071LxMAI","JC","0053h000003HAl9AAG","2024-04-03T12:59:38.000+0000","bgonnelli","749","10","a5RQk000000zCNdMAM","749006BX","ALS001","false","6","10","1","2024-04-03T12:59:38.000+0000"
"[Materials__c]","a5QQk00000071NZMAY","JC","0053h000003HAl9AAG","2024-04-03T12:59:59.000+0000","bgonnelli","BX6-00002","20","a5RQk000000zCNdMAM","749006BX","ALS001","false","1","10","1","2024-04-03T12:59:59.000+0000"
"[Materials__c]","a5QQk00000071PBMAY","JC","0053h000003HAl9AAG","2024-04-03T13:00:16.000+0000","bgonnelli","BX6-00001","30","a5RQk000000zCNdMAM","749006BX","ALS001","false","1","10","1","2024-04-03T13:00:16.000+0000"
"[Materials__c]","a5QQk00000071QnMAI","JC","0053h000003HAl9AAG","2024-04-03T13:00:32.000+0000","bgonnelli","LA6-00002","40","a5RQk000000zCNdMAM","749006BX","ALS001","false","2","10","1","2024-04-03T13:00:32.000+0000"
"[Materials__c]","a5QQk00000071SPMAY","JC","0053h000003HAl9AAG","2024-04-03T13:00:53.000+0000","bgonnelli","PT1-00002","50","a5RQk000000zCNdMAM","749006BX","ALS001","false","0.0208","10","1","2024-04-03T13:00:53.000+0000"
"[Materials__c]","a5QQk00000072JdMAI","JC","0053h000003HAl9AAG","2024-04-03T17:07:14.000+0000","bgonnelli","613","10","a5RQk000000zM0PMAU","TL-14391-ER","ALS001","false","3.17","10","1","2024-04-03T17:07:14.000+0000"
"[Materials__c]","a5QQk00000072LFMAY","JC","0053h000003HAl9AAG","2024-04-03T17:08:31.000+0000","bgonnelli","BT1-00011","20","a5RQk000000zM0PMAU","TL-14391-ER","ALS001","false","12","10","1","2024-04-03T17:08:31.000+0000"
"[Materials__c]","a5QQk00000072MrMAI","JC","0053h000003HAl9AAG","2024-04-03T17:09:08.000+0000","bgonnelli","CB2-00007","30","a5RQk000000zM0PMAU","TL-14391-ER","ALS001","false","12","101","1","2024-04-03T17:09:08.000+0000"
"[Materials__c]","a5QQk00000072OTMAY","JC","0053h000003HAl9AAG","2024-04-03T17:10:13.000+0000","bgonnelli","BX1-00017","40","a5RQk000000zM0PMAU","TL-14391-ER","ALS001","false","1","10","1","2024-04-03T17:10:13.000+0000"
"[Materials__c]","a5QQk00000072Q5MAI","JC","0053h000003HAl9AAG","2024-04-03T17:12:38.000+0000","bgonnelli","LA4-00105","50","a5RQk000000zM0PMAU","TL-14391-ER","ALS001","false","12","10","1","2024-04-03T17:12:38.000+0000"
"[Materials__c]","a5QQk00000072RhMAI","JC","0053h000003HAl9AAG","2024-04-03T17:12:52.000+0000","bgonnelli","LA4-00106","60","a5RQk000000zM0PMAU","TL-14391-ER","ALS001","false","12","10","1","2024-04-03T17:12:52.000+0000"
"[Materials__c]","a5QQk00000072TJMAY","JC","0053h000003HAl9AAG","2024-04-03T17:13:11.000+0000","bgonnelli","LA5-00032","70","a5RQk000000zM0PMAU","TL-14391-ER","ALS001","false","2","10","1","2024-04-03T17:13:11.000+0000"
"[Materials__c]","a5QQk00000072UvMAI","JC","0053h000003HAl9AAG","2024-04-03T17:13:49.000+0000","bgonnelli","LA4-00056","80","a5RQk000000zM0PMAU","TL-14391-ER","ALS001","false","14","10","1","2024-04-03T17:13:49.000+0000"
"[Materials__c]","a5QQk00000072WXMAY","JC","0053h000003HAl9AAG","2024-04-03T17:14:22.000+0000","bgonnelli","PT1-00002","90","a5RQk000000zM0PMAU","TL-14391-ER","ALS001","false","0.0109","10","1","2024-04-03T17:14:22.000+0000"
"[Materials__c]","a5QQk00000072jRMAQ","JC","0053h000003HAl9AAG","2024-04-03T17:38:40.000+0000","bgonnelli","514","10","a5RQk000000zN4XMAU","TL-17644","ALS001","false","5.28","10","1","2024-04-05T12:32:45.000+0000"
"[Materials__c]","a5QQk00000072l3MAA","JC","0053h000003HAl9AAG","2024-04-03T17:41:43.000+0000","bgonnelli","BT6-00003","20","a5RQk000000zN4XMAU","TL-17644","ALS001","false","4","10","1","2024-04-03T17:41:43.000+0000"
"[Materials__c]","a5QQk00000072mfMAA","JC","0053h000003HAl9AAG","2024-04-03T17:42:19.000+0000","bgonnelli","CB2-00007","30","a5RQk000000zN4XMAU","TL-17644","ALS001","false","4","10","1","2024-04-03T17:42:19.000+0000"
"[Materials__c]","a5QQk00000072oHMAQ","JC","0053h000003HAl9AAG","2024-04-03T17:43:56.000+0000","bgonnelli","BX8-00007","40","a5RQk000000zN4XMAU","TL-17644","ALS001","false","1","10","1","2024-04-03T17:43:56.000+0000"
"[Materials__c]","a5QQk00000072rVMAQ","JC","0053h000003HAl9AAG","2024-04-03T17:48:52.000+0000","bgonnelli","LA5-00033","50","a5RQk000000zN4XMAU","TL-17644","ALS001","false","2","10","1","2024-04-03T17:48:52.000+0000"
"[Materials__c]","a5QQk00000072t7MAA","JC","0053h000003HAl9AAG","2024-04-03T17:49:23.000+0000","bgonnelli","LA7-00033","60","a5RQk000000zN4XMAU","TL-17644","ALS001","false","4","10","1","2024-04-03T17:49:23.000+0000"
"[Materials__c]","a5QQk00000072ujMAA","JC","0053h000003HAl9AAG","2024-04-03T17:49:45.000+0000","bgonnelli","LA7-00034","70","a5RQk000000zN4XMAU","TL-17644","ALS001","false","4","10","1","2024-04-03T17:49:45.000+0000"
"[Materials__c]","a5QQk00000072wLMAQ","JC","0053h000003HAl9AAG","2024-04-03T17:53:08.000+0000","bgonnelli","BX8-00008","80","a5RQk000000zN4XMAU","TL-17644","ALS001","false","1","10","1","2024-04-03T18:48:36.000+0000"
"[Materials__c]","a5QQk00000072xxMAA","JC","0053h000003HAl9AAG","2024-04-03T17:53:33.000+0000","bgonnelli","BT9-00002","90","a5RQk000000zN4XMAU","TL-17644","ALS001","false","4","10","1","2024-04-03T17:53:33.000+0000"
"[Materials__c]","a5QQk00000072zZMAQ","JC","0053h000003HAl9AAG","2024-04-03T17:53:56.000+0000","bgonnelli","PT1-00002","90","a5RQk000000zN4XMAU","TL-17644","ALS001","false","0.0166","10","1","2024-04-03T17:53:56.000+0000"
"[Materials__c]","a5QQk00000077ETMAY","JC","0053h000003HAl9AAG","2024-04-04T17:29:58.000+0000","bgonnelli","313","10","a5RQk000000zkIrMAI","TL-17681-E","ALS001","false","3.17","10","1","2024-04-04T17:29:58.000+0000"
"[Materials__c]","a5QQk00000077G5MAI","JC","0053h000003HAl9AAG","2024-04-04T17:30:15.000+0000","bgonnelli","BT1-00014","20","a5RQk000000zkIrMAI","TL-17681-E","ALS001","false","12","10","1","2024-04-04T17:30:15.000+0000"
"[Materials__c]","a5QQk00000077G6MAI","JC","0053h000003HAl9AAG","2024-04-04T18:03:02.000+0000","bgonnelli","LA5-00033","40","a5RQk000000zlBhMAI","TL-15444-ER","ALS001","false","2","10","1","2024-04-04T18:03:02.000+0000"
"[Materials__c]","a5QQk00000077HhMAI","JC","0053h000003HAl9AAG","2024-04-04T17:30:29.000+0000","bgonnelli","CB2-00007","30","a5RQk000000zkIrMAI","TL-17681-E","ALS001","false","12","10","1","2024-04-04T17:30:29.000+0000"
"[Materials__c]","a5QQk00000077JJMAY","JC","0053h000003HAl9AAG","2024-04-04T17:30:51.000+0000","bgonnelli","BX1-00017","40","a5RQk000000zkIrMAI","TL-17681-E","ALS001","false","1","10","1","2024-04-04T17:30:51.000+0000"
"[Materials__c]","a5QQk00000077KvMAI","JC","0053h000003HAl9AAG","2024-04-04T17:31:08.000+0000","bgonnelli","LA5-00010","50","a5RQk000000zkIrMAI","TL-17681-E","ALS001","false","2","10","1","2024-04-04T17:31:08.000+0000"
"[Materials__c]","a5QQk00000077MXMAY","JC","0053h000003HAl9AAG","2024-04-04T17:31:25.000+0000","bgonnelli","LA4-00044","60","a5RQk000000zkIrMAI","TL-17681-E","ALS001","false","12","10","1","2024-04-04T17:31:25.000+0000"
"[Materials__c]","a5QQk00000077O9MAI","JC","0053h000003HAl9AAG","2024-04-04T17:31:40.000+0000","bgonnelli","LA4-00045","70","a5RQk000000zkIrMAI","TL-17681-E","ALS001","false","12","10","1","2024-04-04T17:31:40.000+0000"
"[Materials__c]","a5QQk00000077OAMAY","JC","0053h000003HAl9AAG","2024-04-04T17:57:17.000+0000","bgonnelli","BT6-00003","20","a5RQk000000zjJcMAI","","ALS001","false","4","10","1","2024-04-04T17:57:17.000+0000"
"[Materials__c]","a5QQk00000077PlMAI","JC","0053h000003HAl9AAG","2024-04-04T17:31:57.000+0000","bgonnelli","LA4-00056","80","a5RQk000000zkIrMAI","TL-17681-E","ALS001","false","14","10","1","2024-04-04T17:31:57.000+0000"
"[Materials__c]","a5QQk00000077RNMAY","JC","0053h000003HAl9AAG","2024-04-04T17:32:17.000+0000","bgonnelli","PT1-00002","90","a5RQk000000zkIrMAI","TL-17681-E","ALS001","false","0.01909","10","1","2024-04-04T17:32:17.000+0000"
"[Materials__c]","a5QQk00000077WDMAY","JC","0053h000003HAl9AAG","2024-04-04T17:37:07.000+0000","bgonnelli","992W","10","a5RQk000000zkM5MAI","TL-10787-12","ALS001","false","2.54","10","1","2024-04-04T17:37:07.000+0000"
"[Materials__c]","a5QQk00000077XpMAI","JC","0053h000003HAl9AAG","2024-04-04T17:37:49.000+0000","bgonnelli","BT8-00001","20","a5RQk000000zkM5MAI","TL-10787-12","ALS001","false","12","10","1","2024-04-04T17:37:49.000+0000"
"[Materials__c]","a5QQk00000077ZRMAY","JC","0053h000003HAl9AAG","2024-04-04T17:38:29.000+0000","bgonnelli","BX8-00002","30","a5RQk000000zkM5MAI","TL-10787-12","ALS001","false","1","10","1","2024-04-04T17:38:29.000+0000"
