"_","Id","Company__c","CreatedById","CreatedDate","ECOGroupID__c","MtlPartNum__c","MtlSeq__c","Operations__c","PartNum__c","Plant__c","PullAsAsm__c","QtyPer__c","RelatedOperation__c","RevisionNum__c","SystemModstamp"
"[Materials__c]","a5Q5d000000OgaNEAS","JC","0053h000003HAl9AAG","2022-08-23T13:08:59.000+0000","bgonnelli","CB5-00001","40","a5R5d000000LXXmEAO","SPL17346","ALS001","false","1","10","1","2022-08-23T13:08:59.000+0000"
"[Materials__c]","a5Q5d000000OgaOEAS","JC","0053h000003HAl9AAG","2022-08-23T13:14:00.000+0000","bgonnelli","CB5-00001","40","a5R5d000000LXXnEAO","SPL17347","ALS001","false","1","10","1","2022-08-23T13:14:00.000+0000"
"[Materials__c]","a5Q5d000000OgaREAS","JC","0053h000003HAl9AAG","2022-08-23T13:09:52.000+0000","bgonnelli","PT1-00005","60","a5R5d000000LXXmEAO","SPL17346","ALS001","false","0.25","10","1","2022-08-23T13:09:52.000+0000"
"[Materials__c]","a5Q5d000000OgaSEAS","JC","0053h000003HAl9AAG","2022-08-23T13:14:32.000+0000","bgonnelli","LA1-00036","50","a5R5d000000LXXnEAO","SPL17347","ALS001","false","1","10","1","2022-08-23T13:14:32.000+0000"
"[Materials__c]","a5Q5d000000OgaWEAS","JC","0053h000003HAl9AAG","2022-08-23T13:11:33.000+0000","bgonnelli","593","10","a5R5d000000LXXnEAO","SPL17347","ALS001","false","55","10","1","2022-08-23T13:11:33.000+0000"
"[Materials__c]","a5Q5d000000OgabEAC","JC","0053h000003HAl9AAG","2022-08-23T13:11:58.000+0000","bgonnelli","DR1-00002","20","a5R5d000000LXXnEAO","SPL17347","ALS001","false","1","10","1","2022-08-23T13:11:58.000+0000"
"[Materials__c]","a5Q5d000000OgagEAC","JC","0053h000003HAl9AAG","2022-08-23T13:14:53.000+0000","bgonnelli","PT1-00005","60","a5R5d000000LXXnEAO","SPL17347","ALS001","false","0.25","10","1","2022-08-23T13:14:53.000+0000"
"[Materials__c]","a5Q5d000000Oh6DEAS","JC","0053h000003HAl9AAG","2022-08-25T17:06:49.000+0000","bgonnelli","429","10","a5R5d000000LZEIEA4","4291-055","ALS001","false","55","10","1","2022-08-25T17:06:49.000+0000"
"[Materials__c]","a5Q5d000000Oh6IEAS","JC","0053h000003HAl9AAG","2022-08-25T17:07:24.000+0000","bgonnelli","DR1-00003","20","a5R5d000000LZEIEA4","4291-055","ALS001","false","1","10","1","2022-08-25T17:07:24.000+0000"
"[Materials__c]","a5Q5d000000Oh6NEAS","JC","0053h000003HAl9AAG","2022-08-25T17:07:46.000+0000","bgonnelli","CB5-00003","30","a5R5d000000LZEIEA4","4291-055","ALS001","false","1","10","1","2022-08-25T17:07:46.000+0000"
"[Materials__c]","a5Q5d000000Oh6OEAS","JC","0053h000003HAl9AAG","2022-08-25T17:08:57.000+0000","bgonnelli","PT1-00005","60","a5R5d000000LZEIEA4","4291-055","ALS001","false","0.25","10","1","2022-08-25T17:08:57.000+0000"
"[Materials__c]","a5Q5d000000Oh6PEAS","JC","0053h000003HAl9AAG","2022-08-25T17:12:59.000+0000","bgonnelli","PT1-00005","60","a5R5d000000LZEcEAO","792-055","ALS001","false","0.25","10","1","2022-08-25T17:12:59.000+0000"
"[Materials__c]","a5Q5d000000Oh6SEAS","JC","0053h000003HAl9AAG","2022-08-25T17:08:05.000+0000","bgonnelli","CB5-00001","40","a5R5d000000LZEIEA4","4291-055","ALS001","false","1","10","1","2022-08-25T17:08:05.000+0000"
"[Materials__c]","a5Q5d000000Oh6XEAS","JC","0053h000003HAl9AAG","2022-08-25T17:08:36.000+0000","bgonnelli","LA1-00001","50","a5R5d000000LZEIEA4","4291-055","ALS001","false","1","10","1","2022-08-25T17:08:36.000+0000"
"[Materials__c]","a5Q5d000000Oh6cEAC","JC","0053h000003HAl9AAG","2022-08-25T17:10:51.000+0000","bgonnelli","792","10","a5R5d000000LZEcEAO","792-055","ALS001","false","55","10","1","2022-08-25T17:10:51.000+0000"
"[Materials__c]","a5Q5d000000Oh6hEAC","JC","0053h000003HAl9AAG","2022-08-25T17:11:20.000+0000","bgonnelli","DR1-00003","20","a5R5d000000LZEcEAO","792-055","ALS001","false","1","10","1","2022-08-25T17:11:20.000+0000"
"[Materials__c]","a5Q5d000000Oh6mEAC","JC","0053h000003HAl9AAG","2022-08-25T17:11:41.000+0000","bgonnelli","CB5-00003","30","a5R5d000000LZEcEAO","792-055","ALS001","false","1","10","1","2022-08-25T17:11:41.000+0000"
"[Materials__c]","a5Q5d000000Oh6nEAC","JC","0053h000003HAl9AAG","2022-08-25T17:11:59.000+0000","bgonnelli","CB5-00001","40","a5R5d000000LZEcEAO","792-055","ALS001","false","1","10","1","2022-08-25T17:11:59.000+0000"
"[Materials__c]","a5Q5d000000Oh6rEAC","JC","0053h000003HAl9AAG","2022-08-25T17:12:35.000+0000","bgonnelli","LA1-00001","50","a5R5d000000LZEcEAO","792-055","ALS001","false","1","10","1","2022-08-25T17:12:35.000+0000"
"[Materials__c]","a5Q5d000000OiFpEAK","JC","0053h000003HAl9AAG","2022-08-29T18:54:14.000+0000","bgonnelli","521","10","a5R5d000000LasOEAS","521-005","ALS001","false","5","10","1","2022-08-29T18:54:14.000+0000"
"[Materials__c]","a5Q5d000000OiFuEAK","JC","0053h000003HAl9AAG","2022-08-29T18:55:05.000+0000","bgonnelli","PA1-00009","20","a5R5d000000LasOEAS","521-005","ALS001","false","1","10","1","2022-08-29T18:55:05.000+0000"
"[Materials__c]","a5Q5d000000OiFzEAK","JC","0053h000003HAl9AAG","2022-08-29T18:55:26.000+0000","bgonnelli","LA1-00001","30","a5R5d000000LasOEAS","521-005","ALS001","false","1","10","1","2022-08-29T18:55:26.000+0000"
"[Materials__c]","a5Q5d000000OiG4EAK","JC","0053h000003HAl9AAG","2022-08-29T18:55:48.000+0000","bgonnelli","PA2-00003","40","a5R5d000000LasOEAS","521-005","ALS001","false","1","10","1","2022-08-29T18:55:48.000+0000"
"[Materials__c]","a5Q5d000000OiG9EAK","JC","0053h000003HAl9AAG","2022-08-29T18:56:20.000+0000","bgonnelli","PT1-00005","50","a5R5d000000LasOEAS","521-005","ALS001","false","0.0238","10","1","2022-08-29T18:56:20.000+0000"
"[Materials__c]","a5Q5d000000OjpFEAS","JC","0053h000003HAl9AAG","2022-09-01T17:08:54.000+0000","bgonnelli","621","10","a5R5d000000Ld6cEAC","621-005","ALS001","false","5","10","1","2022-09-01T17:08:54.000+0000"
"[Materials__c]","a5Q5d000000OjpKEAS","JC","0053h000003HAl9AAG","2022-09-01T17:09:29.000+0000","bgonnelli","PA1-00009","20","a5R5d000000Ld6cEAC","621-005","ALS001","false","1","10","1","2022-09-01T17:09:29.000+0000"
"[Materials__c]","a5Q5d000000OjpPEAS","JC","0053h000003HAl9AAG","2022-09-01T17:09:49.000+0000","bgonnelli","PA2-00003","30","a5R5d000000Ld6cEAC","621-005","ALS001","false","1","10","1","2022-09-01T17:09:49.000+0000"
"[Materials__c]","a5Q5d000000OjpUEAS","JC","0053h000003HAl9AAG","2022-09-01T17:10:15.000+0000","bgonnelli","LA1-00001","40","a5R5d000000Ld6cEAC","621-005","ALS001","false","1","10","1","2022-09-01T17:10:15.000+0000"
"[Materials__c]","a5Q5d000000OjpZEAS","JC","0053h000003HAl9AAG","2022-09-01T17:10:54.000+0000","bgonnelli","PT1-00005","50","a5R5d000000Ld6cEAC","621-005","ALS001","false","0.0238","10","1","2022-09-01T17:10:54.000+0000"
"[Materials__c]","a5Q5d000000OnhUEAS","JC","0053h000003HAl9AAG","2022-09-14T20:36:45.000+0000","bgonnelli","481","10","a5R5d000000LjQ9EAK","CHVI22P20","ALS001","false","5","10","1","2022-09-14T20:36:45.000+0000"
"[Materials__c]","a5Q5d000000OnhZEAS","JC","0053h000003HAl9AAG","2022-09-14T20:37:18.000+0000","bgonnelli","PA1-00009","20","a5R5d000000LjQ9EAK","CHVI22P20","ALS001","false","1","10","1","2022-09-14T20:37:18.000+0000"
"[Materials__c]","a5Q5d000000OnheEAC","JC","0053h000003HAl9AAG","2022-09-14T20:37:40.000+0000","bgonnelli","PA2-00003","30","a5R5d000000LjQ9EAK","CHVI22P20","ALS001","false","1","10","1","2022-09-14T20:37:40.000+0000"
"[Materials__c]","a5Q5d000000OnhjEAC","JC","0053h000003HAl9AAG","2022-09-14T20:37:58.000+0000","bgonnelli","LA1-00010","40","a5R5d000000LjQ9EAK","CHVI22P20","ALS001","false","1","10","1","2022-09-14T20:37:58.000+0000"
"[Materials__c]","a5Q5d000000OnhoEAC","JC","0053h000003HAl9AAG","2022-09-14T20:38:19.000+0000","bgonnelli","LA1-00011","50","a5R5d000000LjQ9EAK","CHVI22P20","ALS001","false","1","10","1","2022-09-14T20:38:19.000+0000"
"[Materials__c]","a5Q5d000000OnhtEAC","JC","0053h000003HAl9AAG","2022-09-14T20:38:37.000+0000","bgonnelli","LA1-00012","60","a5R5d000000LjQ9EAK","CHVI22P20","ALS001","false","1","10","1","2022-09-14T20:38:37.000+0000"
"[Materials__c]","a5Q5d000000OnhyEAC","JC","0053h000003HAl9AAG","2022-09-14T20:39:03.000+0000","bgonnelli","PT1-00005","70","a5R5d000000LjQ9EAK","CHVI22P20","ALS001","false","0.02380952","10","1","2022-09-30T12:04:52.000+0000"
"[Materials__c]","a5Q5d000000Ops5EAC","JC","0053h000003HAl9AAG","2022-09-20T17:34:28.000+0000","bgonnelli","741","10","a5R5d000000Lm2ZEAS","7413-275","ALS001","false","275","10","1","2022-09-20T17:34:28.000+0000"
"[Materials__c]","a5Q5d000000OpsAEAS","JC","0053h000003HAl9AAG","2022-09-20T17:35:00.000+0000","bgonnelli","TO2-00001","20","a5R5d000000Lm2ZEAS","7413-275","ALS001","false","1","10","1","2022-09-20T17:35:00.000+0000"
"[Materials__c]","a5Q5d000000OpsFEAS","JC","0053h000003HAl9AAG","2022-09-20T17:35:30.000+0000","bgonnelli","LA1-00013","30","a5R5d000000Lm2ZEAS","7413-275","ALS001","false","1","10","1","2022-09-20T17:35:30.000+0000"
"[Materials__c]","a5Q5d000000OpseEAC","JC","0053h000003HAl9AAG","2022-09-20T18:31:58.000+0000","bgonnelli","670","10","a5R5d000000Lm7eEAC","670-275","ALS001","false","275","10","1","2022-09-20T18:31:58.000+0000"
"[Materials__c]","a5Q5d000000OpsjEAC","JC","0053h000003HAl9AAG","2022-09-20T18:32:20.000+0000","bgonnelli","TO2-00001","20","a5R5d000000Lm7eEAC","670-275","ALS001","false","1","10","1","2022-09-20T18:32:20.000+0000"
"[Materials__c]","a5Q5d000000OpsoEAC","JC","0053h000003HAl9AAG","2022-09-20T18:32:51.000+0000","bgonnelli","LA1-00001","30","a5R5d000000Lm7eEAC","670-275","ALS001","false","1","10","1","2022-09-20T18:32:51.000+0000"
"[Materials__c]","a5Q5d000000OqLvEAK","JC","0053h000003HAl9AAG","2022-09-22T13:11:34.000+0000","bgonnelli","659","10","a5R5d000000LnHVEA0","310701","ALS001","false","55","10","1","2022-09-22T13:11:34.000+0000"
"[Materials__c]","a5Q5d000000OqM0EAK","JC","0053h000003HAl9AAG","2022-09-22T13:12:07.000+0000","bgonnelli","DR1-00003","20","a5R5d000000LnHVEA0","310701","ALS001","false","1","10","1","2022-09-22T13:12:07.000+0000"
"[Materials__c]","a5Q5d000000OqM5EAK","JC","0053h000003HAl9AAG","2022-09-22T13:12:29.000+0000","bgonnelli","CB5-00001","30","a5R5d000000LnHVEA0","310701","ALS001","false","1","10","1","2022-09-22T13:12:29.000+0000"
"[Materials__c]","a5Q5d000000OqMAEA0","JC","0053h000003HAl9AAG","2022-09-22T13:12:48.000+0000","bgonnelli","CB5-00002","40","a5R5d000000LnHVEA0","310701","ALS001","false","1","10","1","2022-09-22T13:12:48.000+0000"
"[Materials__c]","a5Q5d000000OqMFEA0","JC","0053h000003HAl9AAG","2022-09-22T13:13:12.000+0000","bgonnelli","LA1-00040","50","a5R5d000000LnHVEA0","310701","ALS001","false","1","10","1","2022-09-22T13:13:12.000+0000"
"[Materials__c]","a5Q5d000000OqMKEA0","JC","0053h000003HAl9AAG","2022-09-22T13:13:58.000+0000","bgonnelli","PT1-00005","60","a5R5d000000LnHVEA0","310701","ALS001","false","0.25","10","1","2022-09-22T13:13:58.000+0000"
"[Materials__c]","a5Q5d000000OuaVEAS","JC","0053h000003HAl9AAG","2022-10-05T18:10:20.000+0000","bgonnelli","458","10","a5R5d000000LuPWEA0","45811-275","ALS001","false","275","10","1","2022-10-05T18:10:20.000+0000"
"[Materials__c]","a5Q5d000000OuaaEAC","JC","0053h000003HAl9AAG","2022-10-05T18:10:58.000+0000","bgonnelli","TO2-00001","20","a5R5d000000LuPWEA0","45811-275","ALS001","false","1","10","1","2022-10-05T18:10:58.000+0000"
"[Materials__c]","a5Q5d000000OuafEAC","JC","0053h000003HAl9AAG","2022-10-05T18:11:28.000+0000","bgonnelli","LA1-00041","30","a5R5d000000LuPWEA0","45811-275","ALS001","false","1","10","1","2022-10-05T18:11:28.000+0000"
"[Materials__c]","a5Q5d000000OwetEAC","JC","0053h000003HAl9AAG","2022-10-11T13:13:48.000+0000","bgonnelli","181","10","a5R5d000000LwjsEAC","1811-055","ALS001","false","55","10","1","2022-10-11T13:13:48.000+0000"
"[Materials__c]","a5Q5d000000OweuEAC","JC","0053h000003HAl9AAG","2022-10-11T13:15:41.000+0000","bgonnelli","PT1-00005","60","a5R5d000000LwjsEAC","1811-055","ALS001","false","0.25","10","1","2022-10-11T13:15:41.000+0000"
"[Materials__c]","a5Q5d000000OweyEAC","JC","0053h000003HAl9AAG","2022-10-11T13:14:13.000+0000","bgonnelli","DR1-00003","20","a5R5d000000LwjsEAC","1811-055","ALS001","false","1","10","1","2022-10-11T13:14:13.000+0000"
"[Materials__c]","a5Q5d000000Owf3EAC","JC","0053h000003HAl9AAG","2022-10-11T13:14:38.000+0000","bgonnelli","CB5-00003","30","a5R5d000000LwjsEAC","1811-055","ALS001","false","1","10","1","2022-10-11T13:14:38.000+0000"
"[Materials__c]","a5Q5d000000Owf8EAC","JC","0053h000003HAl9AAG","2022-10-11T13:14:58.000+0000","bgonnelli","CB5-00001","40","a5R5d000000LwjsEAC","1811-055","ALS001","false","1","10","1","2022-10-11T13:14:58.000+0000"
"[Materials__c]","a5Q5d000000OwfDEAS","JC","0053h000003HAl9AAG","2022-10-11T13:15:20.000+0000","bgonnelli","LA1-00001","50","a5R5d000000LwjsEAC","1811-055","ALS001","false","1","10","1","2022-10-11T13:15:20.000+0000"
"[Materials__c]","a5Q5d000000OwfNEAS","JC","0053h000003HAl9AAG","2022-10-11T16:00:03.000+0000","bgonnelli","990","10","a5R5d000000LwuREAS","990-275-M","ALS001","false","275","10","","2022-10-11T16:00:03.000+0000"
"[Materials__c]","a5Q5d000000OwfSEAS","JC","0053h000003HAl9AAG","2022-10-11T16:00:27.000+0000","bgonnelli","TO2-00001","20","a5R5d000000LwuREAS","990-275-M","ALS001","false","1","10","1","2022-10-11T16:00:27.000+0000"
"[Materials__c]","a5Q5d000000OwfXEAS","JC","0053h000003HAl9AAG","2022-10-11T16:00:49.000+0000","bgonnelli","LA1-00001","30","a5R5d000000LwuREAS","990-275-M","ALS001","false","1","10","1","2022-10-11T16:00:49.000+0000"
"[Materials__c]","a5Q5d000000OwfcEAC","JC","0053h000003HAl9AAG","2022-10-11T17:53:00.000+0000","bgonnelli","990","10","a5R5d000000LwzbEAC","9903-275","ALS001","false","275","10","1","2022-10-11T17:53:00.000+0000"
"[Materials__c]","a5Q5d000000OwfhEAC","JC","0053h000003HAl9AAG","2022-10-11T17:53:26.000+0000","bgonnelli","TO2-00001","20","a5R5d000000LwzbEAC","9903-275","ALS001","false","1","10","1","2022-10-11T17:53:26.000+0000"
"[Materials__c]","a5Q5d000000OwfmEAC","JC","0053h000003HAl9AAG","2022-10-11T17:53:51.000+0000","bgonnelli","LA1-00013","30","a5R5d000000LwzbEAC","9903-275","ALS001","false","1","10","1","2022-10-11T17:53:51.000+0000"
"[Materials__c]","a5Q5d000000OxwUEAS","JC","0053h000003HAl9AAG","2022-10-14T19:53:14.000+0000","bgonnelli","112","10","a5R5d000000LzA2EAK","112-000","ALS001","false","1","10","1","2022-10-14T19:53:14.000+0000"
"[Materials__c]","a5Q5d000000OzUwEAK","JC","0053h000003HAl9AAG","2022-10-18T19:09:43.000+0000","bgonnelli","323","10","a5R5d000000M0JMEA0","17322","ALS001","false","1","10","1","2022-10-18T19:09:43.000+0000"
"[Materials__c]","a5Q5d000000OzmWEAS","JC","0053h000003HAl9AAG","2022-10-19T11:13:17.000+0000","bgonnelli","754","10","a5R5d000000M0LrEAK","SPL67094","ALS001","false","6","10","1","2023-10-03T13:54:15.000+0000"
"[Materials__c]","a5Q5d000000OzmbEAC","JC","0053h000003HAl9AAG","2022-10-19T11:13:56.000+0000","bgonnelli","bx6-00001","20","a5R5d000000M0LrEAK","SPL67094","ALS001","false","1","10","1","2022-10-19T11:13:56.000+0000"
"[Materials__c]","a5Q5d000000OzmgEAC","JC","0053h000003HAl9AAG","2022-10-19T11:14:18.000+0000","bgonnelli","bx6-00002","30","a5R5d000000M0LrEAK","SPL67094","ALS001","false","1","10","1","2023-10-03T13:55:03.000+0000"
"[Materials__c]","a5Q5d000000OzmhEAC","JC","0053h000003HAl9AAG","2022-10-19T11:14:40.000+0000","bgonnelli","la6-00002","40","a5R5d000000M0LrEAK","SPL67094","ALS001","false","2","10","1","2022-10-19T11:14:40.000+0000"
"[Materials__c]","a5Q5d000000OzmlEAC","JC","0053h000003HAl9AAG","2022-10-19T11:15:00.000+0000","bgonnelli","pt1-00002","50","a5R5d000000M0LrEAK","SPL67094","ALS001","false","0.0208","10","1","2022-10-19T11:15:00.000+0000"
"[Materials__c]","a5Q5d000000OzmqEAC","JC","0053h000003HAl9AAG","2022-10-19T12:45:46.000+0000","bgonnelli","919","10","a5R5d000000M0cOEAS","919-330","ALS001","false","330","10","1","2022-10-19T12:45:46.000+0000"
"[Materials__c]","a5Q5d000000OzmrEAC","JC","0053h000003HAl9AAG","2022-10-19T12:46:16.000+0000","bgonnelli","TO3-00001","20","a5R5d000000M0cOEAS","919-330","ALS001","false","1","10","1","2022-10-19T12:46:16.000+0000"
"[Materials__c]","a5Q5d000000OzmvEAC","JC","0053h000003HAl9AAG","2022-10-19T12:46:52.000+0000","bgonnelli","LA1-00001","30","a5R5d000000M0cOEAS","919-330","","false","1","10","1","2022-10-19T12:46:52.000+0000"
"[Materials__c]","a5Q5d000000P0qeEAC","JC","0053h000003HAl9AAG","2022-10-21T18:37:19.000+0000","bgonnelli","470","10","a5R5d000000M1u9EAC","470-275","ALS001","false","275","10","1","2022-10-21T18:37:19.000+0000"
"[Materials__c]","a5Q5d000000P0qfEAC","JC","0053h000003HAl9AAG","2022-10-21T18:37:48.000+0000","bgonnelli","TO2-00001","20","a5R5d000000M1u9EAC","470-275","ALS001","false","1","10","1","2022-10-21T18:37:48.000+0000"
"[Materials__c]","a5Q5d000000P0qjEAC","JC","0053h000003HAl9AAG","2022-10-21T18:38:19.000+0000","bgonnelli","LA1-00001","30","a5R5d000000M1u9EAC","470-275","ALS001","false","1","10","1","2022-10-21T18:38:19.000+0000"
"[Materials__c]","a5Q5d000000P1JcEAK","JC","0053h000003HAl9AAG","2022-10-25T13:43:21.000+0000","bgonnelli","CXP5040","10","a5R5d000000M2qwEAC","CXP5040XB1","ALS001","false","1","10","1","2022-10-25T13:43:21.000+0000"
"[Materials__c]","a5Q5d000000P1JhEAK","JC","0053h000003HAl9AAG","2022-10-25T13:45:02.000+0000","bgonnelli","CXP5040","10","a5R5d000000M2r6EAC","CXP5040XD208","ALS001","false","55","10","1","2022-10-25T13:45:02.000+0000"
"[Materials__c]","a5Q5d000000P1JmEAK","JC","0053h000003HAl9AAG","2022-10-25T13:45:43.000+0000","bgonnelli","DR1-00009","20","a5R5d000000M2r6EAC","CXP5040XD208","ALS001","false","1","10","1","2022-10-25T13:48:18.000+0000"
"[Materials__c]","a5Q5d000000P1JrEAK","JC","0053h000003HAl9AAG","2022-10-25T13:46:00.000+0000","bgonnelli","CB5-00003","30","a5R5d000000M2r6EAC","CXP5040XD208","ALS001","false","1","10","1","2022-10-25T13:46:00.000+0000"
"[Materials__c]","a5Q5d000000P1JwEAK","JC","0053h000003HAl9AAG","2022-10-25T13:46:17.000+0000","bgonnelli","CB5-00001","40","a5R5d000000M2r6EAC","CXP5040XD208","ALS001","false","1","10","1","2022-10-25T13:46:17.000+0000"
"[Materials__c]","a5Q5d000000P1K1EAK","JC","0053h000003HAl9AAG","2022-10-25T13:46:42.000+0000","bgonnelli","LA1-00008","50","a5R5d000000M2r6EAC","CXP5040XD208","ALS001","false","1","10","1","2022-10-25T13:46:42.000+0000"
"[Materials__c]","a5Q5d000000P1K6EAK","JC","0053h000003HAl9AAG","2022-10-25T13:47:00.000+0000","bgonnelli","LA1-00011","60","a5R5d000000M2r6EAC","CXP5040XD208","ALS001","false","1","10","1","2022-10-25T13:47:00.000+0000"
"[Materials__c]","a5Q5d000000P1KBEA0","JC","0053h000003HAl9AAG","2022-10-25T13:47:17.000+0000","bgonnelli","LA1-00012","70","a5R5d000000M2r6EAC","CXP5040XD208","ALS001","false","1","10","1","2022-10-25T13:47:17.000+0000"
"[Materials__c]","a5Q5d000000P1KCEA0","JC","0053h000003HAl9AAG","2022-10-25T13:47:57.000+0000","bgonnelli","PT1-00005","80","a5R5d000000M2r6EAC","CXP5040XD208","ALS001","false","0.0045","10","1","2022-10-25T13:47:57.000+0000"
"[Materials__c]","a5Q5d000000P1KGEA0","JC","0053h000003HAl9AAG","2022-10-25T18:02:24.000+0000","bgonnelli","134","10","a5R5d000000M2ztEAC","134-275","ALS001","false","275","10","1","2022-10-25T18:02:24.000+0000"
"[Materials__c]","a5Q5d000000P1KLEA0","JC","0053h000003HAl9AAG","2022-10-25T18:02:55.000+0000","bgonnelli","TO2-00001","20","a5R5d000000M2ztEAC","134-275","ALS001","false","1","10","1","2022-10-25T18:02:55.000+0000"
"[Materials__c]","a5Q5d000000P1KQEA0","JC","0053h000003HAl9AAG","2022-10-25T18:03:23.000+0000","bgonnelli","LA1-00001","30","a5R5d000000M2ztEAC","134-275","ALS001","false","1","10","1","2022-10-25T18:03:23.000+0000"
"[Materials__c]","a5Q5d000000P1KVEA0","JC","0053h000003HAl9AAG","2022-10-25T19:11:27.000+0000","bgonnelli","755","10","a5R5d000000M35IEAS","SPL67231","ALS001","false","6","10","1","2022-11-18T21:37:47.000+0000"
"[Materials__c]","a5Q5d000000P1KaEAK","JC","0053h000003HAl9AAG","2022-10-25T19:11:59.000+0000","bgonnelli","BX6-00002","20","a5R5d000000M35IEAS","SPL67231","ALS001","false","1","10","1","2022-10-25T19:11:59.000+0000"
"[Materials__c]","a5Q5d000000P1KfEAK","JC","0053h000003HAl9AAG","2022-10-25T19:12:15.000+0000","bgonnelli","BX6-00001","30","a5R5d000000M35IEAS","SPL67231","ALS001","false","1","10","1","2022-10-25T19:12:15.000+0000"
"[Materials__c]","a5Q5d000000P1KgEAK","JC","0053h000003HAl9AAG","2022-10-25T19:13:38.000+0000","bgonnelli","LA6-00002","40","a5R5d000000M35IEAS","SPL67231","ALS001","false","2","10","1","2022-10-25T19:13:38.000+0000"
"[Materials__c]","a5Q5d000000P1KkEAK","JC","0053h000003HAl9AAG","2022-10-25T19:14:13.000+0000","bgonnelli","PT1-00002","50","a5R5d000000M35IEAS","SPL67231","ALS001","false","0.0208","10","1","2022-10-25T19:14:13.000+0000"
"[Materials__c]","a5Q5d000000P1VTEA0","JC","0053h000003HAl9AAG","2022-10-27T13:32:45.000+0000","bgonnelli","683","10","a5R5d000000M3xUEAS","13200/55","ALS001","false","55","10","1","2022-10-27T13:32:45.000+0000"
"[Materials__c]","a5Q5d000000P1VUEA0","JC","0053h000003HAl9AAG","2022-10-27T13:33:52.000+0000","bgonnelli","CB5-00001","40","a5R5d000000M3xUEAS","13200/55","ALS001","false","1","10","1","2022-10-27T13:33:52.000+0000"
"[Materials__c]","a5Q5d000000P1VYEA0","JC","0053h000003HAl9AAG","2022-10-27T13:33:15.000+0000","bgonnelli","DR1-00003","20","a5R5d000000M3xUEAS","13200/55","ALS001","false","1","10","1","2022-10-27T13:33:15.000+0000"
"[Materials__c]","a5Q5d000000P1VZEA0","JC","0053h000003HAl9AAG","2022-10-27T13:36:41.000+0000","bgonnelli","DR1-00003","20","a5R5d000000M3xjEAC","13180/55","ALS001","false","1","10","1","2022-10-27T13:36:41.000+0000"
"[Materials__c]","a5Q5d000000P1VaEAK","JC","0053h000003HAl9AAG","2022-10-27T13:39:44.000+0000","bgonnelli","DR1-00003","20","a5R5d000000M3xtEAC","13170/55","ALS001","false","1","10","1","2022-10-27T13:39:44.000+0000"
"[Materials__c]","a5Q5d000000P1VdEAK","JC","0053h000003HAl9AAG","2022-10-27T13:33:33.000+0000","bgonnelli","CB5-00003","30","a5R5d000000M3xUEAS","13200/55","ALS001","false","1","10","1","2022-10-27T13:33:33.000+0000"
"[Materials__c]","a5Q5d000000P1VeEAK","JC","0053h000003HAl9AAG","2022-10-27T13:37:14.000+0000","bgonnelli","CB5-00001","40","a5R5d000000M3xjEAC","13180/55","ALS001","false","1","10","1","2022-10-27T13:37:14.000+0000"
"[Materials__c]","a5Q5d000000P1VfEAK","JC","0053h000003HAl9AAG","2022-10-27T13:37:39.000+0000","bgonnelli","LA1-00004","50","a5R5d000000M3xjEAC","13180/55","ALS001","false","1","10","1","2022-10-27T13:37:39.000+0000"
"[Materials__c]","a5Q5d000000P1ViEAK","JC","0053h000003HAl9AAG","2022-10-27T13:34:17.000+0000","bgonnelli","LA1-00004","50","a5R5d000000M3xUEAS","13200/55","ALS001","false","1","10","1","2022-10-27T13:34:17.000+0000"
"[Materials__c]","a5Q5d000000P1VjEAK","JC","0053h000003HAl9AAG","2022-10-27T13:36:15.000+0000","bgonnelli","621","10","a5R5d000000M3xjEAC","13180/55","ALS001","false","55","10","1","2022-10-27T13:36:15.000+0000"
"[Materials__c]","a5Q5d000000P1VnEAK","JC","0053h000003HAl9AAG","2022-10-27T13:34:42.000+0000","bgonnelli","PT1-00005","60","a5R5d000000M3xUEAS","13200/55","ALS001","false","0.25","10","1","2022-11-18T21:33:41.000+0000"
"[Materials__c]","a5Q5d000000P1VsEAK","JC","0053h000003HAl9AAG","2022-10-27T13:36:57.000+0000","bgonnelli","CB5-00003","30","a5R5d000000M3xjEAC","13180/55","ALS001","false","1","10","1","2022-10-27T13:36:57.000+0000"
"[Materials__c]","a5Q5d000000P1VxEAK","JC","0053h000003HAl9AAG","2022-10-27T13:38:06.000+0000","bgonnelli","PT1-00005","60","a5R5d000000M3xjEAC","13180/55","ALS001","false","0.25","10","1","2022-11-18T21:31:18.000+0000"
"[Materials__c]","a5Q5d000000P1W2EAK","JC","0053h000003HAl9AAG","2022-10-27T13:39:17.000+0000","bgonnelli","617","10","a5R5d000000M3xtEAC","13170/55","ALS001","false","55","10","1","2022-10-27T13:39:17.000+0000"
"[Materials__c]","a5Q5d000000P1W7EAK","JC","0053h000003HAl9AAG","2022-10-27T13:40:02.000+0000","bgonnelli","CB5-00003","30","a5R5d000000M3xtEAC","13170/55","ALS001","false","1","10","1","2022-10-27T13:40:02.000+0000"
"[Materials__c]","a5Q5d000000P1WCEA0","JC","0053h000003HAl9AAG","2022-10-27T13:40:24.000+0000","bgonnelli","CB5-00001","40","a5R5d000000M3xtEAC","13170/55","ALS001","false","1","10","1","2022-10-27T13:40:24.000+0000"
